username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_sku_1,Q_sku_2,Q_sku_3,Q_vic_1,Q_vic_2,Q_vic_3,Q_met_1,Q_met_2,Q_met_3,Q_mus_1,question1,Q_mus_2,Q_mus_3,Q_spa_1,Q_spa_2,Q_spa_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Skull Evolution Filter, memory questions","rt_Victorian High Street Filter, memory questions","rt_Science Experiment Filter, memory questions","rt_Reflections of an Artist Filter, memory questions","rt_Satellite Launcher Filter, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,"survey_page_changed_to_Reflections of an Artist Filter, memory questions","order_Reflections of an Artist Filter, memory questions","survey_page_changed_to_Skull Evolution Filter, memory questions","order_Skull Evolution Filter, memory questions","survey_page_changed_to_Science Experiment Filter, memory questions","order_Science Experiment Filter, memory questions","survey_page_changed_to_Victorian High Street Filter, memory questions","order_Victorian High Street Filter, memory questions","survey_page_changed_to_Satellite Launcher Filter, memory questions",internal_id,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"order_Satellite Launcher Filter, memory questions",rt_general info_1,"survey_page_changed_to_Skull Evolution Filter, memory questions_1","rt_Skull Evolution Filter, memory questions_1","survey_page_changed_to_Science Experiment Filter, memory questions_1","rt_Science Experiment Filter, memory questions_1","survey_page_changed_to_Satellite Launcher Filter, memory questions_1","rt_Satellite Launcher Filter, memory questions_1","survey_page_changed_to_Victorian High Street Filter, memory questions_1","rt_Victorian High Street Filter, memory questions_1",pageNumber,order_general info_1,testxr_participant_id,testxr_uuid,rt_general info_1_2,"order_Skull Evolution Filter, memory questions_1"
﻿,0,,,2023-12-14 16:07:32.187991,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,6169e4749965d33744b7c4ff,,,1,-3,-1,-2,1,-2,-1,-1,1,1,,-3,1,1,1,-2,6,28,10,68,42,46,,175,,480,8m:0s,AnonymousUser,6169e4749965d33744b7c4ff,64413b04f9885d4cc8821c4a,657b2837319075fb0ccb6186,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=6169e4749965d33744b7c4ff&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b2837319075fb0ccb6186,1,6,2,34,3,375,,219,5,287,6,333,7,44,19580,,,,,4,,,,,,,,,,,,None,dfa447a3-8b6a-4ad9-a029-36dd03049818,,
﻿,0,,,2023-12-14 16:11:01.818436,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,62e38387f3f45b0e4c050661,,,1,1,1,-1,1,1,1,-1,-2,-2,,-2,-3,-2,-3,-3,11,5,3,16,26,13,30,,,119,1m:59s,AnonymousUser,62e38387f3f45b0e4c050661,64413beb7a2d6b000b31e13a,657b2903da61bdbf524c9920,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=62e38387f3f45b0e4c050661&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b2903da61bdbf524c9920,1,11,2,16,3,19,4,62,6,49,5,78,7,104,19581,,,,,,,,,,,,,,,,,None,a192916f-a144-48c1-b7bc-b818a0137847,,
﻿,0,,,2023-12-14 16:13:34.229364,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63ef94c96aa1debba6d1c407,,,1,-1,1,1,1,-3,-2,1,1,-3,,-1,-1,-1,-2,-2,7,24,7,,716,81,347,67,,1307,21m:47s,AnonymousUser,63ef94c96aa1debba6d1c407,64413beb7a2d6b000b31e13a,657b29601f8230f926fc6011,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63ef94c96aa1debba6d1c407&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b29601f8230f926fc6011,1,7,2,32,3,40,4,1251,,387,5,468,6,1184,19582,,,,,7,,,,,,,,,,,,None,2f9b9133-9aed-45b2-a106-df059a29d343,,
﻿,0,,,2023-12-14 16:26:56.506086,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,,,,,-3,1,1,-1,1,1,1,-3,-2,,1,-3,-3,1,-2,5,1,1,15,21,19,23,,,102,1m:42s,AnonymousUser,63de4374c1a89337a269e999,64413beb7a2d6b000b31e13a,657b2cc7644806ca279dc3d9,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63de4374c1a89337a269e999&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b2cc7644806ca279dc3d9,1,5,2,6,3,63,7,48,6,7,4,26,5,86,19583,,,,,,,,,,,,,,,,,None,9057505f-c10b-4428-bbb1-a9f5cc59dcf9,,
﻿,0,,,2023-12-14 16:27:49.945991,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,612682ec747ac2d5df40f7df,,,1,-3,-1,-1,-1,-3,1,1,1,-2,,1,-3,-3,-2,-2,10,6,99,52,39,31,,34,,299,4m:59s,AnonymousUser,612682ec747ac2d5df40f7df,64413b954466c8a7f2cb51d1,657b2ced9fd0f2fab65efbe4,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=612682ec747ac2d5df40f7df&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b2ced9fd0f2fab65efbe4,1,10,2,16,3,274,,221,7,150,5,182,6,116,19584,,,,,4,,,,,,,,,,,,None,276357fc-202f-4730-ae96-8f7b7705cd46,,
﻿,0,,,2023-12-14 16:30:22.719449,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5fe200ac3803bbcff9845530,,,-3,1,-2,-2,1,-2,,1,1,-2,,1,1,-3,-2,-2,9,6,2,23,,15,15,19,,106,1m:46s,AnonymousUser,5fe200ac3803bbcff9845530,64413b954466c8a7f2cb51d1,657b2d8ec09933427d1611b1,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5fe200ac3803bbcff9845530&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b2d8ec09933427d1611b1,1,9,2,15,3,74,7,17,4,40,5,89,,55,19585,,,,,6,,,,,,,,,,,,None,91b6c03e-374f-471d-813e-b5791c38db21,,
﻿,0,,,2023-12-14 16:40:13.955403,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5aaa73e3f8a57d00010fe416,,,1,-3,1,-3,-3,-2,-1,-3,1,1,,1,1,1,-3,-2,15,9,6,24,34,19,33,,,183,3m:3s,AnonymousUser,5aaa73e3f8a57d00010fe416,64413beb7a2d6b000b31e13a,657b2fcc24a13ff2aa23a060,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5aaa73e3f8a57d00010fe416&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b2fcc24a13ff2aa23a060,1,15,2,24,3,30,4,117,7,64,5,83,6,142,19586,,,,,,,,,,,,,,,,,None,61dad715-fb35-45fe-b5af-99bcd3b1b350,,
﻿,0,,,2023-12-14 16:40:53.322628,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5d1b4ec634783e0001336019,,,-1,1,-1,-2,-1,-2,-1,1,1,-2,,1,-1,1,-1,1,3,17,4,28,32,12,41,,,148,2m:28s,AnonymousUser,5d1b4ec634783e0001336019,64413b954466c8a7f2cb51d1,657b300ae1a3ab1d63f58141,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5d1b4ec634783e0001336019&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b300ae1a3ab1d63f58141,1,3,2,20,3,56,5,97,6,125,7,24,4,137,19587,,,,,,,,,,,,,,,,,None,1cbc3302-6208-4a53-a47d-85803902fbb0,,
﻿,0,,,2023-12-14 16:40:57.475959,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5b9ca13a06114100010699b8,,,-3,1,-1,-3,1,-2,1,-1,1,-2,,1,1,-3,-2,1,17,86,4,16,,15,44,33,,245,4m:5s,AnonymousUser,5b9ca13a06114100010699b8,64413beb7a2d6b000b31e13a,657b2ffbe2c9ced28aa233ee,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5b9ca13a06114100010699b8&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b2ffbe2c9ced28aa233ee,1,17,2,103,3,140,5,199,7,184,6,215,,107,19588,,,,,4,,,,,,,,,,,,None,dec85812-6942-4428-8fa6-5d8e4aec440d,,
﻿,0,,,2023-12-14 16:55:10.401541,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,62fb84322433c8d7e890a145,,,1,-1,-1,-2,1,-2,-2,-3,-1,1,,1,-3,-1,-2,1,8,8,3,22,38,17,,16,1,144,2m:24s,AnonymousUser,62fb84322433c8d7e890a145,64413b954466c8a7f2cb51d1,657b3357a82863c331e7dec1,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=62fb84322433c8d7e890a145&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b3357a82863c331e7dec1,1,9,2,17,3,114,,91,7,36,5,53,6,20,19589,,,,,4,,,,,,,,,,,,None,73cea9a5-8a5f-4254-9baa-c088a00756ee,,
﻿,0,,,2023-12-14 17:00:21.283177,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5c6b23a6076e4e0001292f53,,,1,1,1,-2,1,-2,-2,1,1,-3,,1,-1,-1,-3,-2,19,19,6,85,47,,24,19,,269,4m:29s,AnonymousUser,5c6b23a6076e4e0001292f53,64413beb7a2d6b000b31e13a,657b348b8a91ce8e8e21d44e,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5c6b23a6076e4e0001292f53&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b348b8a91ce8e8e21d44e,1,19,2,38,3,91,5,115,6,219,,44,4,200,19590,,,,,7,,,,,,,,,,,,None,91b51e0d-8151-4eaa-a901-1663e2d1bd58,,
﻿,0,,,2023-12-14 17:02:58.886437,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6282571cf39cd89341a474e9,,,1,-3,1,1,1,-3,-3,-1,1,-3,,-3,1,1,-1,-3,29,93,7,26,,74,91,7,122,367,6m:7s,AnonymousUser,6282571cf39cd89341a474e9,64413a0d54e71805ea2a1795,657b351b6e08cca46663f434,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6282571cf39cd89341a474e9&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b351b6e08cca46663f434,1,29,2,138,3,219,5,310,6,145,4,343,,336,19591,130,8,,,7,8,,,,,,,,,,,None,792152b7-9fc4-4fd1-8980-b871f7036b52,,
﻿,0,,,2023-12-14 17:03:19.757621,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,6400d8ee84822ae55ab5c542,,,-3,1,1,-1,1,1,1,1,1,,,1,-2,-1,-3,1,6,51,2,,28,102,92,40,,404,6m:44s,AnonymousUser,6400d8ee84822ae55ab5c542,64413b954466c8a7f2cb51d1,657b35467b6580d24fdf9c5b,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=6400d8ee84822ae55ab5c542&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b35467b6580d24fdf9c5b,1,6,2,57,3,59,4,321,,151,5,253,6,281,19592,,,,,7,,,,,,,,,,,,None,054711e2-ba5a-4e66-9405-cac60e28c943,,
﻿,0,,,2023-12-14 17:03:56.392980,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,600f46f6c513db11698a960d,,,1,-3,-1,-3,1,-2,1,-3,-1,1,,-2,-1,1,-1,-2,23,7,7,43,31,,49,64,,250,4m:10s,AnonymousUser,600f46f6c513db11698a960d,64413b04f9885d4cc8821c4a,657b35598a91ce8e8e21d478,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=600f46f6c513db11698a960d&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b35598a91ce8e8e21d478,1,23,2,30,3,144,6,37,4,224,,193,7,80,19593,,,,,5,,,,,,,,,,,,None,f969e5ee-6e0e-40b9-a2c2-96189587103e,,
﻿,0,,,2023-12-14 17:08:20.891882,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5eba7dbc4f15dd041c184f85,,,1,1,-1,-3,1,-2,1,1,1,1,,-2,-3,1,-2,1,12,4,3,27,39,24,37,,,222,3m:42s,AnonymousUser,5eba7dbc4f15dd041c184f85,64413beb7a2d6b000b31e13a,657b366df27c41126721d4c2,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5eba7dbc4f15dd041c184f85&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b366df27c41126721d4c2,1,12,2,16,3,110,7,83,6,59,5,19,4,147,19594,,,,,,,,,,,,,,,,,None,343302cf-b58a-495f-b725-3ff00310a02f,,
﻿,0,,,2023-12-14 17:08:54.278166,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,60ea0498cfbeface04b33ed0,,,1,1,1,-3,1,-2,-2,1,1,1,,-2,-1,1,-2,,27,11,9,128,43,47,75,,,392,6m:32s,AnonymousUser,60ea0498cfbeface04b33ed0,64413beb7a2d6b000b31e13a,657b36819dd29ccddfdcce26,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=60ea0498cfbeface04b33ed0&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b36819dd29ccddfdcce26,1,27,2,38,3,267,7,48,4,219,6,176,5,342,19595,,,,,,,,,,,,,,,,,None,220635e3-0c44-4f74-93fd-fb1a6b20c045,,
﻿,0,,,2023-12-14 17:11:34.626587,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,62b57d34b7bdc2d0835fab76,,,-3,1,1,-1,1,-2,-2,1,1,-2,,1,-3,-1,-3,1,35,23,10,,29,69,52,33,,299,4m:59s,AnonymousUser,62b57d34b7bdc2d0835fab76,64413b04f9885d4cc8821c4a,657b370e42c4a8d013a3f4fa,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=62b57d34b7bdc2d0835fab76&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b370e42c4a8d013a3f4fa,1,35,2,58,3,137,5,251,,68,4,222,7,189,19596,,,,,6,,,,,,,,,,,,None,7ccc1913-9a90-4af4-aad4-0420fc0681bf,,
﻿,0,,,2023-12-14 17:11:48.157286,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,,,,,1,1,1,-3,-2,,1,1,-3,,-3,1,1,1,-2,5,1,3,,62,36,37,241,,422,7m:2s,AnonymousUser,63e51e55974365f1e43df265,64413a0d54e71805ea2a1795,657b3745a309de51505790d7,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63e51e55974365f1e43df265&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b3745a309de51505790d7,1,5,2,6,3,71,5,385,,349,7,9,4,108,19597,,,,,6,,,,,,,,,,,,None,0566cbff-d21c-4311-b462-a119652bbd90,,
﻿,0,,,2023-12-14 17:16:11.470155,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63e8ef9a9b6c427444eadf82,,,,1,-2,-2,1,-2,-2,1,-2,-3,,-3,1,-3,-3,-2,20,9,5,31,34,25,1026,,,1170,19m:30s,AnonymousUser,63e8ef9a9b6c427444eadf82,64413beb7a2d6b000b31e13a,657b3838cd7d2bccff09b701,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63e8ef9a9b6c427444eadf82&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b3838cd7d2bccff09b701,1,20,2,29,3,124,7,68,5,99,6,34,4,1151,19598,,,,,,,,,,,,,,,,,None,c4c54b4e-e833-4590-8de3-87a1aac3a9f7,,
﻿,0,,,2023-12-14 17:35:03.449758,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5eee761287fdd331fc618449,,,-3,1,1,-1,-1,1,-2,-2,-3,-2,,-3,-1,1,-2,-1,18,25,7,32,38,27,57,,,255,4m:15s,AnonymousUser,5eee761287fdd331fc618449,64413beb7a2d6b000b31e13a,657b3c9adbf320ff42d17232,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5eee761287fdd331fc618449&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b3c9adbf320ff42d17232,1,18,2,43,3,120,6,50,4,177,7,82,5,204,19599,,,,,,,,,,,,,,,,,None,f16cfc7e-bd9a-4c67-82ba-6c1113554f1f,,
﻿,0,,,2023-12-14 17:49:32.931229,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,56afa11aabec410005a56534,,,-3,1,-1,-3,-1,-2,,1,1,-3,,-2,1,-1,-2,-1,16,19,14,98,67,79,77,,,434,7m:14s,AnonymousUser,56afa11aabec410005a56534,64413beb7a2d6b000b31e13a,657b400eca25d746266b3ee5,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=56afa11aabec410005a56534&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b400eca25d746266b3ee5,1,16,2,35,3,293,7,195,6,116,5,49,4,370,19600,,,,,,,,,,,,,,,,,None,af5591d8-1d83-4175-b65e-be233ad054af,,
﻿,0,,,2023-12-14 17:52:08.222800,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,6074d162aa879f4b7a01c95c,,,-2,1,1,-3,1,-2,1,1,-1,-3,,-2,1,1,1,-2,17,8,4,26,32,52,,28,,201,3m:21s,AnonymousUser,6074d162aa879f4b7a01c95c,64413beb7a2d6b000b31e13a,657b40ad245848c8fef09538,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=6074d162aa879f4b7a01c95c&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b40ad245848c8fef09538,1,17,2,25,3,167,,113,6,29,4,81,5,139,19601,,,,,7,,,,,,,,,,,,None,4572cf69-0626-4fdc-9cd8-61dcefe18f86,,
﻿,0,,,2023-12-14 18:03:11.629145,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,5f1c62b6554a0f4f129c75fd,,,1,-1,-1,-2,1,-2,1,1,1,-2,,-2,1,-1,-1,-2,60,12,4,9,,26,17,21,,159,2m:39s,AnonymousUser,5f1c62b6554a0f4f129c75fd,64413a0d54e71805ea2a1795,657b431af98be90186afbe92,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=5f1c62b6554a0f4f129c75fd&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b431af98be90186afbe92,1,60,2,72,3,76,4,140,7,93,5,149,,119,19602,,,,,6,,,,,,,,,,,,None,6107de22-9187-49ea-b0a7-fd4cbe826d59,,
﻿,0,,,2023-12-14 18:03:12.929771,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,60e45dfdac971932e2bdf8c6,,,1,1,1,-2,1,-2,-3,1,1,,,1,-1,-3,-2,1,5,9,4,,21,29,23,14,,129,2m:9s,AnonymousUser,60e45dfdac971932e2bdf8c6,64413beb7a2d6b000b31e13a,657b434819cdfe011e4c476f,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=60e45dfdac971932e2bdf8c6&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b434819cdfe011e4c476f,1,5,2,14,3,19,4,106,,42,5,71,6,92,19603,,,,,7,,,,,,,,,,,,None,0de41582-7482-43d6-9918-e9495ea2e69d,,
﻿,0,,,2023-12-14 18:05:55.901353,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,,,,-2,-3,1,-1,1,-2,1,-1,-2,,,1,1,-2,-3,-1,13,27,1,,26,17,99,5,,238,3m:58s,AnonymousUser,63e602a4f60ba12f3a8c1399,64413a0d54e71805ea2a1795,657b439ac8798c6608bcd412,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63e602a4f60ba12f3a8c1399&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b439ac8798c6608bcd412,1,13,2,40,3,41,4,191,,141,5,165,7,159,19604,,,,,6,,,,,,,,,,,,None,f9d596bb-78fa-40d8-8c34-3c922b55a642,,
﻿,0,,,2023-12-14 18:28:42.327643,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,60cfdcfdf8a3c6c42dad17d3,,,1,1,1,1,1,1,1,-3,1,-3,,1,1,-3,1,-2,17,6,3,32,30,35,,24,,188,3m:8s,AnonymousUser,60cfdcfdf8a3c6c42dad17d3,64413a0d54e71805ea2a1795,657b490f8047a66425809ffd,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=60cfdcfdf8a3c6c42dad17d3&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b490f8047a66425809ffd,1,17,2,23,3,147,,61,5,26,4,117,7,93,19605,,,,,6,,,,,,,,,,,,None,a0957249-3886-427a-845d-51c376e6013c,,
﻿,0,,,2023-12-14 18:30:12.328238,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,604fb3a6a9345e7ea2b43fdd,,,,1,-2,1,1,1,1,-1,-1,-1,,1,-1,1,1,-1,17,6,9,51,,23,40,58,,242,4m:2s,AnonymousUser,604fb3a6a9345e7ea2b43fdd,64413beb7a2d6b000b31e13a,657b493d04aae1c6a7ad8375,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=604fb3a6a9345e7ea2b43fdd&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b493d04aae1c6a7ad8375,1,17,2,23,3,143,6,91,5,183,7,206,,32,19606,,,,,4,,,,,,,,,,,,None,ede74dde-00bb-4c0a-a1de-87c0feba0670,,
﻿,0,,,2023-12-14 18:30:52.374502,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5aa2b3eb4eecca0001ddd66e,,,1,-3,1,-3,1,-2,,1,1,1,,1,-1,1,1,-2,11,8,6,37,57,42,39,,,243,4m:3s,AnonymousUser,5aa2b3eb4eecca0001ddd66e,64413b04f9885d4cc8821c4a,657b49c27830a28dd19e293c,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5aa2b3eb4eecca0001ddd66e&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b49c27830a28dd19e293c,1,11,2,19,3,105,6,68,5,25,4,144,7,201,19607,,,,,,,,,,,,,,,,,None,31e9d01f-4f68-4985-ab56-aaa9cd54ea1a,,
﻿,0,,,2023-12-14 18:35:07.815362,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63d416bc58ca5094af85cf8a,,,1,1,-2,-1,-1,-2,-1,1,1,1,,-2,-1,1,-2,-3,13,5,2,,17,18,20,28,,121,2m:1s,AnonymousUser,63d416bc58ca5094af85cf8a,64413b04f9885d4cc8821c4a,657b4abe4ee01e09a9ab305c,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63d416bc58ca5094af85cf8a&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b4abe4ee01e09a9ab305c,1,13,2,18,3,84,7,104,,65,6,48,5,20,19608,,,,,4,,,,,,,,,,,,None,1b0ae84a-69da-4739-97d8-71d9aae6821e,,
﻿,0,,,2023-12-14 18:38:34.616467,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,5bbe6691ba8d7d0001951ef9,,,1,1,-2,-1,1,-2,1,1,1,-1,,-2,-3,-2,-2,1,10,10,6,41,34,,31,28,,191,3m:11s,AnonymousUser,5bbe6691ba8d7d0001951ef9,64413a0d54e71805ea2a1795,657b4b9559cf1a6fe7c45f92,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=5bbe6691ba8d7d0001951ef9&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b4b9559cf1a6fe7c45f92,1,10,2,20,3,60,5,91,6,160,,26,4,132,19609,,,,,7,,,,,,,,,,,,None,1cb97e2f-88e0-4408-925f-256eaa967d03,,
﻿,0,,,2023-12-14 18:41:39.709370,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5c790a643454d70015df815f,,,1,1,1,-2,1,-2,-2,-3,-1,1,,-2,-1,-1,1,1,324,5,2,172,591,88,,271,,1482,24m:42s,AnonymousUser,5c790a643454d70015df815f,64413beb7a2d6b000b31e13a,657b4b16816e673d4bae67e1,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5c790a643454d70015df815f&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b4b16816e673d4bae67e1,1,324,2,329,3,1454,,331,4,503,5,591,6,1182,19610,,,,,7,,,,,,,,,,,,None,7cad3a9f-7dcc-4e84-9f43-2c0cc2ae2c98,,
﻿,0,,,2023-12-14 18:42:46.837720,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,58d954ec58d78900016eaf6d,,,1,1,1,1,1,-3,1,1,-3,-2,,1,-3,1,-2,1,6,6,1,51,65,,64,78,,370,6m:10s,AnonymousUser,58d954ec58d78900016eaf6d,64413b04f9885d4cc8821c4a,657b4c97b4c457297968d1f3,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=58d954ec58d78900016eaf6d&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b4c97b4c457297968d1f3,1,6,2,12,3,143,6,14,4,273,,207,7,65,19611,,,,,5,,,,,,,,,,,,None,30fd804e-3d7f-48b7-929b-015336574162,,
