username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_el_1,Q_el_2,Q_el_3,Q_ay_1,Q_ay_2,Q_ay_3,Q_sp_1,Q_sp_2,Q_sp_3,Q_dd_1,Q_dd_2,Q_dd_3,Q_ss_1,Q_ss_2,Q_ss_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Filter my world, memory questions","rt_Filter about Artify Yourself, memory questions","rt_Filter about a Shadow Puppet Show, memory questions","rt_Filter about a Dance with Durga, memory questions",rt_Filter about Stories for Stitches,survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,textxr_participant_id,textxr_uuid,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,survey_page_changed_to_Filter about Stories for Stitches,order_Filter about Stories for Stitches,"survey_page_changed_to_Filter my world, memory questions","order_Filter my world, memory questions","survey_page_changed_to_Filter about a Dance with Durga, memory questions","order_Filter about a Dance with Durga, memory questions","survey_page_changed_to_Filter about Artify Yourself, memory questions","order_Filter about Artify Yourself, memory questions","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions",internal_id,"order_Filter about a Shadow Puppet Show, memory questions",survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,survey_page_changed_to_Filter about Stories for Stitches_1,rt_Filter about Stories for Stitches_1,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1_2,pageNumber,rt_general info_1,order_general info_1,"survey_page_changed_to_Filter my world, memory questions_1","rt_Filter my world, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1",Q_dd_1-Comment,survey_page_changed_to_demographics_1_2,rt_demographics_1_2,order_demographics_1,order_intro_to_mem_qs_1,survey_page_changed_to_intro_to_mem_qs_1_2_3,survey_page_changed_to_demographics_1_2_3,survey_page_changed_to_demographics_1_2_3_4,rt_demographics_1_2_3,survey_page_changed_to_intro_to_mem_qs_1_2_3_4,rt_intro_to_mem_qs_1_2_3,survey_page_changed_to_Filter about Stories for Stitches_1_2,rt_Filter about Stories for Stitches_1_2,"survey_page_changed_to_Filter about Artify Yourself, memory questions_1","rt_Filter about Artify Yourself, memory questions_1","rt_Filter about a Dance with Durga, memory questions_1","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions_1","rt_Filter about a Shadow Puppet Show, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1_2","rt_Filter about a Dance with Durga, memory questions_1_2",testxr_participant_id,testxr_uuid
﻿,0,,,2023-12-15 09:17:19.090111,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,61bb376140db417c1a138a3e,,,1,-2,-1,1,-2,-1,-2,-1,-2,1,1,-2,-1,-2,1,14,5,6,,20,28,39,28,,175,2m:55s,AnonymousUser,61bb376140db417c1a138a3e,647e158528ccd252f9e1378b,657c198ce46d75152bf0bdc6,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=61bb376140db417c1a138a3e&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c198ce46d75152bf0bdc6,,,1,14,2,19,3,25,4,140,,101,7,81,6,53,19721,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,f78f81bf-1022-4cea-a341-f6487b55dbf8
﻿,0,,,2023-12-15 09:20:15.113556,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,627a8c396169480144f11d92,,,1,1,-2,-2,-3,1,-1,1,1,1,1,1,-2,-2,1,23,5,2,13,15,11,,13,,96,1m:36s,AnonymousUser,627a8c396169480144f11d92,647e14799b46b0e21c3c5ce1,657c1a2b59cf1a6fe7c48499,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=627a8c396169480144f11d92&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657c1a2b59cf1a6fe7c48499,,,1,23,2,28,3,30,4,43,5,82,,56,6,71,19722,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,7969da15-4357-43dc-8fc6-bc909b1e9769
﻿,0,,,2023-12-15 09:25:33.089844,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,60e9b38e2eed5f910a1c4f45,,,-1,-3,-1,1,-3,-3,1,-2,-2,1,1,-1,-3,1,-3,,2,2,12,17,,15,25,,105,1m:45s,AnonymousUser,60e9b38e2eed5f910a1c4f45,647e1520657b3e741e290106,657c1b5fb3b3726e63bb1e07,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=60e9b38e2eed5f910a1c4f45&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=657c1b5fb3b3726e63bb1e07,,,1,4,2,2,3,16,4,58,6,70,7,41,5,85,19723,,9,6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,2e25c17d-eaeb-4262-b89c-d3ba2616b12c
﻿,0,,,2023-12-15 09:37:56.767419,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5d403b7d4e509a0019f664f0,,,1,-2,-2,-3,-3,-3,-1,-2,-2,-2,-3,1,-3,1,-3,13,25,7,20,31,,37,34,,204,3m:24s,AnonymousUser,5d403b7d4e509a0019f664f0,647e14799b46b0e21c3c5ce1,657c1e59086f4ff74a014c3b,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5d403b7d4e509a0019f664f0&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657c1e59086f4ff74a014c3b,,,1,13,2,38,3,45,4,79,5,130,7,99,6,167,19727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,82a0f15f-dc5c-4fb6-9644-68b696c8ef46
﻿,0,,,2023-12-15 09:43:32.083121,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5fc93d0e16b69439e106238e,,,1,-1,-2,-2,1,-3,-1,1,-3,1,1,-2,-2,-2,1,41,18,12,,27,27,34,27,,216,3m:36s,AnonymousUser,5fc93d0e16b69439e106238e,647e14799b46b0e21c3c5ce1,657c1f9526f7528038ae7874,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5fc93d0e16b69439e106238e&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657c1f9526f7528038ae7874,,,1,41,2,59,3,71,4,186,,98,5,159,7,132,19728,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,28c7bf34-c193-4406-8a89-61df584a4465
﻿,0,,,2023-12-15 09:47:52.437879,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,610502298d2771ca33b3b885,,,-3,-2,1,-2,1,-3,-1,1,1,-2,-2,-2,-2,-2,-1,10,14,3,,10,20,21,21,,126,2m:6s,AnonymousUser,610502298d2771ca33b3b885,647e158528ccd252f9e1378b,657c20b7a05dbd532d3c3e8b,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=610502298d2771ca33b3b885&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c20b7a05dbd532d3c3e8b,,,1,10,2,24,3,27,4,109,,88,7,78,6,58,19729,5,48,4,52,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,a713a65f-3948-49da-96d7-9b837926b690
﻿,0,,,2023-12-15 09:51:07.347084,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,6400e00a3cf40dffc3b211c5,,,1,-3,-2,1,-3,-2,1,1,-1,1,1,-2,-3,-2,-1,15,20,8,,36,32,92,47,,264,4m:24s,AnonymousUser,6400e00a3cf40dffc3b211c5,647e158528ccd252f9e1378b,657c2173610dc435d826de21,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=6400e00a3cf40dffc3b211c5&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c2173610dc435d826de21,,,1,15,2,35,3,43,4,250,,90,5,214,7,182,19730,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,2e469217-6f11-4969-8dff-387a0bf6ff58
﻿,0,,,2023-12-15 09:55:52.289426,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,62a1d8b12d734e6fd89a3297,,,1,1,1,-2,1,-2,-2,-1,-1,1,1,-2,-3,-1,-3,16,7,7,16,,16,15,10,,129,2m:9s,AnonymousUser,62a1d8b12d734e6fd89a3297,647e14799b46b0e21c3c5ce1,657c2274a69bf7c29f23c49d,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=62a1d8b12d734e6fd89a3297&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657c2274a69bf7c29f23c49d,,,1,16,2,23,3,30,4,61,5,77,6,108,,92,19731,7,40,2,44,16,42,1,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,None,f39fa81b-ebfb-49a4-aa0e-fd739a83d940
﻿,0,,,2023-12-15 10:26:28.200542,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,617290e44223ea428f980ae7,,,-3,-1,-1,-3,-1,-2,-1,-1,1,other,-3,1,-1,1,-3,11,7,2,17,20,16,,13,,153,2m:33s,AnonymousUser,617290e44223ea428f980ae7,647e1520657b3e741e290106,657c29c2337742aa4ae5d9c7,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=617290e44223ea428f980ae7&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=657c29c2337742aa4ae5d9c7,,,1,11,2,18,3,20,4,53,6,86,,33,5,70,19738,7,,,,,,,,,,,,,,,Wall paintingd,,,,,,,,,,,,,,,,,,,,None,ea8a3092-400f-4624-b978-4abbed69caf9
﻿,0,,,2023-12-15 10:26:33.948884,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5e6bf75ac396cc1c0df56150,,,1,1,-3,1,-3,-3,1,-1,-2,1,1,-2,1,-2,1,8,188,1,9,,13,14,4,213,297,4m:57s,AnonymousUser,5e6bf75ac396cc1c0df56150,647e1333ecfafc675f9b0499,657c29ca50b52d05b0ad98ed,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5e6bf75ac396cc1c0df56150&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=657c29ca50b52d05b0ad98ed,,,1,8,2,196,3,197,4,243,5,252,6,279,,266,19739,7,201,5,227,16,206,7,221,6,,2,,,,,,215,6,,,,,,,,,,,,,,,,,,None,c2a540ed-c221-43c3-bb18-24b493d438c9
﻿,0,,,2023-12-15 10:29:53.518555,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,60feaeb30d9981f22b233712,,,-3,1,-3,1,-3,1,-1,1,-1,1,-1,1,1,-2,1,6,17,13,127,94,,130,68,,606,10m:6s,AnonymousUser,60feaeb30d9981f22b233712,647e1520657b3e741e290106,657c2a8d0679223c6a2d9c4b,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=60feaeb30d9981f22b233712&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=657c2a8d0679223c6a2d9c4b,,,1,6,2,23,3,36,4,234,6,104,5,361,7,455,19740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,8c44b39d-3804-4897-9733-57f1aecc1e10
﻿,0,,,2023-12-15 10:32:36.053766,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5a55c8d276d1c60001aadcb0,,,-1,1,-3,-3,-3,1,-2,-1,-1,-2,1,-1,-2,-1,-3,10,11,3,,521,10,13,17,,594,9m:54s,AnonymousUser,5a55c8d276d1c60001aadcb0,647e158528ccd252f9e1378b,657c2b24fa7da5405785bd85,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5a55c8d276d1c60001aadcb0&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c2b24fa7da5405785bd85,,,1,10,2,21,3,24,4,585,,572,7,41,5,562,19741,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,2614cb42-7fa1-4c02-aabb-79e0753cda2d
﻿,0,,,2023-12-15 10:34:36.228775,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,629f2d6a8d790f69182e8b3e,,,1,-1,1,1,1,1,-1,-2,1,1,1,-1,1,1,-1,12,13,8,28,22,,36,21,,172,2m:52s,AnonymousUser,629f2d6a8d790f69182e8b3e,647e158528ccd252f9e1378b,657c2ba1176e153d21b6b036,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=629f2d6a8d790f69182e8b3e&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c2ba1176e153d21b6b036,,,1,12,2,25,3,33,4,76,6,104,7,54,5,140,19743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,e7562b67-32d0-4e70-9ebb-5997afef2e3c
﻿,0,,,2023-12-15 10:38:28.185509,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5916efdd6f61c500017a0d67,,,1,-3,-2,-2,-1,1,-1,-1,-1,1,1,-2,-2,-2,1,22,23,7,17,13,,12,21,,125,2m:5s,AnonymousUser,5916efdd6f61c500017a0d67,647e14799b46b0e21c3c5ce1,657c2c82441ed7c3a772e8c6,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5916efdd6f61c500017a0d67&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657c2c82441ed7c3a772e8c6,,,1,22,2,45,3,52,4,73,5,91,6,103,7,116,19745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,fd4b1c14-64f8-4698-89e9-43c4a3d9c963
﻿,0,,,2023-12-15 10:52:41.539874,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5bc07659b8d38c0001de0516,,,-1,1,-3,-3,-3,-1,-1,-1,-3,-3,-1,-1,-3,-2,-1,49,30,33,10,,39,23,23,,257,4m:17s,AnonymousUser,5bc07659b8d38c0001de0516,647e158528ccd252f9e1378b,657c2fbb7eabad6f53087527,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5bc07659b8d38c0001de0516&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c2fbb7eabad6f53087527,,,1,49,2,79,3,112,4,197,7,135,5,207,,158,19746,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,48c00e1f-259c-4b09-b1be-feaec3000c3c
﻿,0,,,2023-12-15 10:53:16.360305,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5f1c0a9e47a90a000ad55e2c,,,1,-3,-2,-2,-3,-3,-1,-1,-1,-2,1,-2,-2,-1,-2,8,13,4,18,,21,18,14,,112,1m:52s,AnonymousUser,5f1c0a9e47a90a000ad55e2c,647e1520657b3e741e290106,657c300dfa7da5405785befb,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5f1c0a9e47a90a000ad55e2c&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=657c300dfa7da5405785befb,,,1,8,2,21,3,25,4,39,5,57,6,96,,75,19747,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,e00115be-a88b-43f6-9bff-778688083d3b
﻿,0,,,2023-12-15 10:57:19.411431,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5deb9c5a4de9422935efe5e7,,,-2,-2,1,1,1,1,-2,-2,1,1,-3,-1,1,1,1,15,8,5,25,,26,28,26,,168,2m:48s,AnonymousUser,5deb9c5a4de9422935efe5e7,647e14799b46b0e21c3c5ce1,657c30fc24db17cb4fb64b9b,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5deb9c5a4de9422935efe5e7&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657c30fc24db17cb4fb64b9b,,,1,15,2,23,3,28,4,54,5,79,6,133,,107,19749,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,56e0ea07-13c9-4a70-ab12-655da5eee288
﻿,0,,,2023-12-15 11:01:28.538983,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,61487601c28ffb5294ccd72c,,,-2,1,-1,-2,-2,-3,-1,-1,1,1,-1,-1,-2,1,1,9,11,3,13,15,,30,9,,118,1m:58s,AnonymousUser,61487601c28ffb5294ccd72c,647e14799b46b0e21c3c5ce1,657c31faf29012bb2d66fb0a,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=61487601c28ffb5294ccd72c&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657c31faf29012bb2d66fb0a,,,1,9,2,20,3,23,4,32,5,45,6,75,7,90,19750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,bf6ed767-c090-4bb6-a689-3e1bac5eca00
﻿,0,,,2023-12-15 11:09:02.322798,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,63d17686afe6614ac1f77f9b,,,-1,1,1,1,-2,-3,-2,-1,-2,1,1,-1,-3,1,1,11,10,5,11,24,22,,18,,130,2m:10s,AnonymousUser,63d17686afe6614ac1f77f9b,647e1333ecfafc675f9b0499,657c33b5081325aa287132f7,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=63d17686afe6614ac1f77f9b&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=657c33b5081325aa287132f7,,,1,11,2,21,3,26,4,90,7,101,,66,6,44,19753,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,e356ed58-6ed8-4a70-bc23-dc5338bf9cf7
﻿,0,,,2023-12-15 11:46:44.042839,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,64432b0ef46d9bf177b0b8eb,,,-1,1,-1,-3,-1,-2,-3,,-2,-2,1,-2,1,1,-2,12,13,12,18,,23,10,36,,141,2m:21s,AnonymousUser,64432b0ef46d9bf177b0b8eb,647e158528ccd252f9e1378b,657c3c8ccd11896a5ad99a93,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=64432b0ef46d9bf177b0b8eb&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c3c8ccd11896a5ad99a93,,,1,12,2,25,3,37,4,73,5,115,7,125,,91,19760,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,ee0bd1fe-492d-4a08-8fdb-ea583e5d63c9
﻿,0,,,2023-12-15 11:53:51.218734,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5c584e854e32ef00014af685,,,-1,1,-1,1,-3,-2,-1,-2,-2,-2,-3,-2,-3,-2,-1,6,5,3,12,12,,12,18,,77,1m:17s,AnonymousUser,5c584e854e32ef00014af685,647e158528ccd252f9e1378b,657c3e32081325aa2871357d,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5c584e854e32ef00014af685&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c3e32081325aa2871357d,,,1,6,2,11,3,14,4,56,7,44,6,32,5,68,19762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,4aaf873e-3193-4ec5-a00a-8b6fca8d5acc
﻿,0,,,2023-12-15 12:07:33.160623,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5c0a29b6c307a400016adb9f,,,1,-3,-2,-2,1,1,1,-1,1,1,,1,-2,-2,1,9,5,6,13,,16,16,22,,100,1m:40s,AnonymousUser,5c0a29b6c307a400016adb9f,647e14799b46b0e21c3c5ce1,657c4176fcbf684456e0931b,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5c0a29b6c307a400016adb9f&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657c4176fcbf684456e0931b,,,1,9,2,14,3,20,4,42,5,71,7,87,,55,19763,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,8c87e86a-a73c-47e5-8fa0-1ac67bda4398
﻿,0,,,2023-12-15 12:08:30.453742,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5f77b243c99f31316e4cae58,,,1,,-1,-2,1,-3,1,-1,-2,1,1,-2,-1,-2,-1,26,9,6,3,39,39,,162,,334,5m:34s,AnonymousUser,5f77b243c99f31316e4cae58,647e158528ccd252f9e1378b,657c419932ad5903caf1b86b,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5f77b243c99f31316e4cae58&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c419932ad5903caf1b86b,,,1,26,2,35,3,41,4,282,7,309,,203,5,242,19764,6,,,,,,,,,,,,288,21,,,,,,,,,,,,,,,,,,285,2,,,None,e5d81a22-5df5-448d-a736-8d15d8561e32
﻿,0,,,2023-12-15 12:23:17.787786,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,629f3a8279672a95794dd831,,,1,-3,-2,1,-3,-3,-1,1,-1,-2,-1,-1,-3,-1,-2,8,2,3,9,16,49,,14,,168,2m:48s,AnonymousUser,629f3a8279672a95794dd831,647e1520657b3e741e290106,657c451aa6fc3221e3b9132a,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=629f3a8279672a95794dd831&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=657c451aa6fc3221e3b9132a,,,1,8,2,10,3,14,4,151,7,160,,86,5,102,19767,6,28,6,49,37,34,10,44,5,,,,,,,,,,,,,,,,,,,,,,,,,,,None,17679525-1acd-4978-9be2-33efd5c220a4
﻿,0,,,2023-12-15 12:59:50.018779,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,611e1cf011c9f05d6990d4ae,,,1,1,-3,1,1,-2,-1,-1,-2,1,-2,-2,-1,-3,-3,29,20,17,22,37,,83,58,,313,5m:13s,AnonymousUser,611e1cf011c9f05d6990d4ae,647e158528ccd252f9e1378b,657c4d9f2cf1f4251af2ff51,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=611e1cf011c9f05d6990d4ae&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c4d9f2cf1f4251af2ff51,,,1,29,2,49,3,66,4,168,6,190,7,131,5,274,19775,,124,5,129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,d2962c0e-2bbe-4b10-ae24-4fee4300b460
﻿,0,,,2023-12-15 13:14:48.881912,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5e904f36cc3d6c355bbf48fa,,,1,1,-3,1,-3,-1,1,1,-2,other,-3,-2,1,-1,-2,202,104,9,98,,127,167,87,1,814,13m:34s,AnonymousUser,5e904f36cc3d6c355bbf48fa,647e158528ccd252f9e1378b,657c507185faf8cceebd483e,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5e904f36cc3d6c355bbf48fa&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657c507185faf8cceebd483e,,,1,203,2,307,3,316,4,404,5,502,6,797,,669,19778,7,,,,,,,,,,,,,,,Clay wallpaintings/artwork,,,,,,,,,,,,,,,,,,,,None,4dfefb12-0b77-49c6-aba9-5ff7d9fc1577
﻿,0,,,2023-12-15 13:27:32.202789,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,606f7c477740aa708877c818,,,-1,1,-1,1,1,1,-1,-2,1,1,-3,1,1,-3,-1,11,6,2,,10,10,12,11,,68,1m:8s,AnonymousUser,606f7c477740aa708877c818,647e1333ecfafc675f9b0499,657c543178d416eedb833637,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=606f7c477740aa708877c818&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=657c543178d416eedb833637,,,1,11,2,17,3,19,4,62,,50,7,30,5,40,19786,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,ba562392-e11f-4833-918a-4a53b4cd47f5
﻿,0,,,2023-12-15 13:31:14.242678,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6447bd2acb4eeecd9451dbbe,,,1,-2,-3,-1,1,-2,1,1,1,1,1,-2,1,-2,-3,12,8,5,11,21,13,,21,,115,1m:55s,AnonymousUser,6447bd2acb4eeecd9451dbbe,647e1333ecfafc675f9b0499,657c550c1a7b9817031ec30f,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6447bd2acb4eeecd9451dbbe&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=657c550c1a7b9817031ec30f,,,1,12,2,20,3,25,4,80,7,91,,46,5,67,19787,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1a89a5b8-4782-4d4c-a984-0b7a4c1c12da
﻿,0,,,2023-12-15 13:34:17.999387,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,636578c6aa1228f8b15ee701,,,1,-1,-2,-3,1,-1,-2,-1,-3,1,-1,-3,-3,-1,-1,4,16,9,11,27,,8,15,,96,1m:36s,AnonymousUser,636578c6aa1228f8b15ee701,647e1333ecfafc675f9b0499,657c55cdf335fe9776593a51,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=636578c6aa1228f8b15ee701&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=657c55cdf335fe9776593a51,,,1,4,2,20,3,29,4,79,7,44,5,52,6,90,19788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,a48091c2-6a92-4f2f-8685-440ca2a48434
